#SAMPLE	SMILES	Max_Rank	Max_Probability
SJ000550448-1	Cc1ccc(C(=O)Cn2c(=N)n(CCN3CCCCC3)c3ccccc32)cc1	762	0.02839
SJ000550492-1	CC(C)(C)NC(=O)c1cn(C2CCCCC2)cc(C(=O)N2CCC(c3ccccc3)CC2)c1=O	761	0.05000
SJ000551065-1	Cc1ccc(OCC(O)CNC2CCCCC2)cc1	761	0.04000
SJ000550894-1	O=C(Nc1ccc(-c2nc3cc(-c4nc5cc(NC(=O)c6cccc7ccccc67)ccc5[nH]4)ccc3[nH]2)cc1)c1cccc2ccccc12	760	0.05000
SJ000550498-1	CC(C)NC(=O)c1cn(CC2CCCCC2)cc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1=O	760	0.02776
SJ000551170-1	Cc1ccc(C2(c3ccc(C)cc3)CC2C(=O)Nc2ccccc2[N+](=O)[O-])cc1	759	0.03000
SJ000550756-1	CCN1/C(=C/C(=C/c2sc3ccccc3[n+]2CCCS(=O)(=O)O)OC)Sc2ccccc21	758	0.05000
SJ000551102-1	Cc1ccc(-n2c(SCC(=O)Nc3cc(C(F)(F)F)ccc3Cl)nnc2-c2ccncc2)cc1C	758	0.04000
SJ000551142-1	C=CCn1c(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc2sc(C)c(C)c2c1=O	758	0.02703
SJ000550527-1	COc1cc(OC)cc(C2NCCc3cc(OC)c(OC)cc32)c1	757	0.02702
SJ000551678-1	CN1CCN(Cc2c(O)ccc3c(=O)c(-c4cccc5ccccc45)c(C(F)(F)F)oc23)CC1	756	0.04989
SJ000551306-1	CC(C)Nc1nc(N2CCOCC2)nc(N(c2ccccc2)c2ccccc2)n1	754	0.04982
SJ000551010-1	Cc1cc(C)n(-c2nnc(C)c(O)n2)n1	754	0.04000
SJ000551652-1	COc1ccccc1-c1c(C(F)(F)F)oc2c(CN3CC(C)OC(C)C3)c(O)ccc2c1=O	754	0.02598
SJ000550381-1	COc1cc(C2C(C(=O)OCCOc3ccccc3)=C(C)NC3=C2C(=O)CC(c2ccccc2)C3)ccc1O	753	0.03997
SJ000551657-1	CC1CN(Cc2c(O)ccc3c(=O)c(-c4cccc5ccccc45)c(C(F)(F)F)oc23)CC(C)O1	752	0.04982
SJ000551056-1	CCNCC(O)COc1ccccc1	750	0.04980
SJ000550654-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccc(F)cc3)C(=O)N2CCOC)cc1	749	0.03000
SJ000550524-1	CCOc1ccc(C2NCCc3cc(OC)c(OC)cc32)cc1OC	748	0.02492
SJ000550394-1	COc1ccc(C2CC(=O)C3=C(C2)NC(C)=C(C(=O)OCCOc2ccccc2)C3c2cccc(OC)c2)cc1	747	0.03000
SJ000550619-1	CCOc1ccc(C2NCCc3cc(OCC)c(OC)cc32)cc1OC	747	0.02492
SJ000550369-1	CC1=C(C(=O)OCCOc2ccccc2)C(c2ccc(O)cc2)C2=C(CC(c3ccccc3)CC2=O)N1	746	0.04000
SJ000550534-1	COc1ccc(C2NCCc3cc(OC)c(OC)cc32)cc1O	746	0.02442
SJ000550510-1	COc1ccc(C2NCCc3cc(OC)c(OC)cc32)cc1OC	745	0.02442
SJ000550535-1	COc1cc2c(cc1OC)C(c1cccc(O)c1)NCC2	744	0.02442
SJ000550561-1	CCOC(=O)c1cnc2c(Cl)cccc2c1Nc1cccc(C(C)=O)c1	743	0.03000
SJ000550517-1	CCOC(=O)c1cnc2c(C)cc(C)cc2c1Nc1cccc(Cl)c1C	742	0.02390
SJ000550905-1	Cc1ccc2[nH]c(-c3ccc(NC(=O)c4ccc(C)c(C)c4)cc3)nc2c1	741	0.04000
SJ000550893-1	CC(=O)Nc1ccc2[nH]c(-c3ccc(-c4nc5cc(NC(C)=O)ccc5[nH]4)cc3)nc2c1	740	0.04000
SJ000550585-1	Cc1cccc(NC(=O)/C=C/c2ccccc2Cl)c1	740	0.03000
SJ000338440-2	C=CCn1nnnc1NCc1cc(Br)ccc1OC	740	0.02366
SJ000550635-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccc(F)cc3)C(=O)N2Cc2ccc(F)cc2)cc1	739	0.03000
SJ000550417-1	Cc1cccc2c(C(=O)NCCN3CCOCC3)cc(-c3cccnc3)nc12	738	0.04000
SJ000551208-1	O=C1c2ccccc2NC(c2ccc(Cl)c(Cl)c2)N1Cc1ccccc1	738	0.03000
SJ000551724-1	COc1ccc(CN2CCCn3c4c(c5cc(C)ccc53)CCCC42)cc1O	738	0.02304
SJ000550508-1	Cc1ccc(OCCN(C)C(=O)c2cn(C3CCCCC3)cc(C(=O)NC(C)(C)C)c2=O)cc1	737	0.04000
SJ000551364-1	Nc1nc(N2CCCCC2)nc(N(c2ccccc2)c2ccccc2)n1	735	0.04000
SJ000550599-1	CC(CN1CCCCC1)NC(=O)c1cc(-c2cccnc2)nc2ccc(Cl)cc12	735	0.03000
SJ000550451-1	CCCCn1c(=N)n(CC(=O)c2ccc(Br)cc2)c2ccccc21	735	0.02231
SJ000551145-1	C=CCn1c(SCC(=O)Nc2cc(C(F)(F)F)ccc2Cl)nc2sc(C)c(C)c2c1=O	734	0.04000
SJ000551152-1	O=C1Cc2ccccc2C(c2ccc(Cl)cc2)N1	733	0.03000
SJ000551156-1	CSc1ccc(C2NC(=O)c3ccccc3N2)cc1	732	0.04000
SJ000550458-1	O=C(NCC(c1ccccc1)N1CCCCC1)c1cn(C2CC2)cc(C(=O)NC2CCCCC2)c1=O	732	0.03000
SJ000550889-1	CC(=O)Nc1ccc(C(=O)Nc2ccc(-c3nc4cc(NC(=O)c5ccc(NC(C)=O)cc5)ccc4[nH]3)cc2)cc1	730	0.02183
SJ000550567-1	CCOC(=O)c1cnc2c(OC)cccc2c1Nc1ccccc1C(=O)O	729	0.02162
SJ000550971-1	CCCn1nnnc1NCc1cc(Br)c(OCc2ccccc2)c(OC)c1	728	0.03991
SJ000551636-1	O=c1n(Cc2ccccc2)c2ccc(Cl)cc2n1Cc1ccccc1	728	0.02123
SJ000550966-1	COc1cc(CNn2nnnc2N)cc(Cl)c1OC	727	0.03986
SJ000551000-1	Cc1cc(C)nc(-n2nc(C)c(C#N)c2NC(=O)c2ccccc2)n1	727	0.03000
SJ000550617-1	CCOc1cc2c(cc1OCC)C(c1ccc(F)cc1)NCC2	727	0.02092
SJ000551424-1	CN1CCN(c2cc(N)nc(N)n2)CC1	726	0.03975
SJ000550969-1	CCCn1nnnc1NCc1ccc(OCc2ccc(Cl)cc2Cl)cc1	726	0.03000
SJ000551733-1	COc1ccc(CN2CCCn3c4c(c5cc(C)ccc53)CCCC42)cc1	725	0.02081
SJ000550985-1	COc1cc(CNc2nnnn2C)ccc1OCc1cccc(Cl)c1	724	0.03000
SJ000550518-1	Cc1nc(N)nc(N(C)C)n1	723	0.03918
SJ000550548-1	O=C(NC1C2CC3CC(C2)CC1C3)c1ccc2c(=O)n3c(nc2c1)CCCCC3	723	0.02044
SJ000551123-1	COc1ccc(N2CCN(C(=O)c3ccc(C(C)(C)C)cc3)CC2)cc1	722	0.03000
SJ000551026-1	Cc1cc(C)nc(-n2ncc(C#N)c2NC(=O)c2ccc(-c3ccccc3)cc2)n1	721	0.03000
SJ000551162-1	CCc1ccc(C2Nc3ccccc3C(=O)N2c2ccc(F)cc2)cc1	721	0.02005
SJ000550503-1	COc1cccc(CN2CCN(C(=O)c3cn(CCC(C)C)cc(C(=O)NC(C)(C)C)c3=O)CC2)c1	719	0.02000
SJ000550507-1	O=C(NC1CCCCC1)c1cn(C2CC2)cc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1=O	718	0.03000
SJ000550726-1	c1ccc2c(CN3CCN(C4CC5CCC4C5)CC3)cccc2c1	718	0.03000
SJ000550991-1	C=CCn1nnnc1NCc1cc(OC)c(OC)cc1OC	718	0.02000
SJ000551176-1	COc1cc(/C=N/NC(=O)C2CC2(c2ccccc2)c2ccccc2)cc([N+](=O)[O-])c1O	717	0.03000
SJ000551111-1	Cn1ccnc1SCC(=O)Nc1ccccc1Cl	717	0.01928
SJ000550552-1	O=C(Nc1ccc2c(c1)CCC2)c1ccc2c(=O)n3c(nc2c1)CCCCC3	716	0.02000
SJ000550903-1	COc1ccc(C(=O)Nc2ccccc2-c2nc3ccccc3[nH]2)cc1	715	0.01879
SJ000550655-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccc(OC)cc3)C(=O)N2CCC(C)C)cc1	714	0.03000
SJ000551708-1	Clc1cccc(C2NCCc3c2[nH]c2ccccc32)c1Cl	714	0.01878
SJ000550649-1	COc1ccc(N2C(=O)C(CC(=O)Nc3ccc(F)cc3)N(CCC(C)C)C2=O)cc1	713	0.03000
SJ000551171-1	Cc1ccccc1C1(c2ccccc2C)CC1C(=O)Nc1cccc([N+](=O)[O-])c1	712	0.02000
SJ000550586-1	CC(=O)c1cccc(NC(=O)/C=C/c2ccccc2Cl)c1	711	0.03000
SJ000550989-1	CCCCn1nnnc1NCc1ccc(OC)c(OC)c1OC	710	0.03000
SJ000551347-1	Cn1ncc(Br)c1C(=O)Nc1ccccc1[N+](=O)[O-]	710	0.03000
SJ000551361-1	CCOC(=O)c1c(C)oc2cc(Br)c(OC(=O)C3CCCCC3)cc12	710	0.01842
SJ000551635-1	COc1cc(C2C(C(=O)Nc3ccc(F)cc3)=C(C)NC3=C2C(=O)CC(c2ccccc2)C3)cc(OC)c1OC	709	0.03000
SJ000551175-1	COc1c(O)ccc(/C=N/NC(=O)C2CC2(c2ccccc2)c2ccccc2)c1[N+](=O)[O-]	709	0.03000
SJ000550540-1	CCOC(=O)c1cnc2ccccc2c1Nc1cccc(O)c1	707	0.02000
SJ000550482-1	CC(C)(C)NC(=O)c1cn(C2CCCCC2)cc(C(=O)N2CCN(Cc3ccncc3)CC2)c1=O	706	0.03000
SJ000551350-1	Cc1sc(NC(=O)c2nn(C)cc2I)c(C#N)c1C	706	0.03000
SJ000551422-1	FC(F)(F)COc1nc(N2CCCCC2)nc(N(c2ccccc2)c2ccccc2)n1	706	0.01764
SJ000550974-1	O=S(=O)(c1ccccc1C(F)(F)F)N1CCC(CO)(Cc2ccccc2Cl)CC1	705	0.03000
SJ000550745-1	COc1ccc2c(c1)N(C)/C(=C1/S/C(=N\c3ccc(O)cc3)N(c3ccccc3)C1=O)S2	705	0.03000
SJ000550970-1	CCCCn1nnnc1NCc1ccccc1	705	0.02981
SJ000551021-1	COC(=O)/C=C1/N=C(Nc2nc(C)cc(C)n2)N(c2cccc(C(F)(F)F)c2)C1=O	704	0.03000
SJ000550968-1	COc1cc(CNc2nnnn2C)ccc1OCc1ccc(F)cc1Cl	703	0.03000
SJ000550748-1	CCCCN1C(=O)/C(=C2/Sc3ccccc3N2C)S/C1=N\c1ccc(O)cc1	703	0.03000
SJ000550575-1	CCOc1cccc(-c2cc(C(=O)NCCN3CCOCC3)c3ccccc3n2)c1	702	0.03000
SJ000550710-1	Clc1cccc(N2CCN(C3CC4CCC3C4)CC2)c1	702	0.01657
SJ000550918-1	Cc1cccc(OCC(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)c1	701	0.03000
SJ000550952-1	COc1cc(C2CC(=O)NC3=C2C(=O)CCC3)ccc1OCc1ccccc1	701	0.02980
SJ000550932-1	Cc1cc(C)nc(-n2ncc(C#N)c2NC(=O)c2ccc(Cl)cc2Cl)n1	701	0.01646
SJ000550522-1	CCOC(=O)c1cnc2ccc(OCC)cc2c1Nc1cccc(O)c1	700	0.01643
SJ000550483-1	CC(C)(C)NC(=O)c1cn(C2CCCCC2)cc(C(=O)N2CCN(Cc3cccs3)CC2)c1=O	699	0.03000
SJ000551213-1	CCCCc1ccc(N2C(=O)c3ccccc3NC2c2ccccc2Cl)cc1	699	0.01634
SJ000550514-1	CCOC(=O)c1cnc2ccc(C(=O)OC)cc2c1Nc1ccc(N(C)C)cc1	698	0.02000
SJ000550430-1	COc1cccc(-c2cc(C(=O)NCCCN3CCOCC3)c3ccccc3n2)c1	697	0.03000
SJ000551371-1	CCOC(=O)c1cnc2c(C)cc(Cl)cc2c1Nc1cccc(C(C)=O)c1	697	0.02000
SJ000551002-1	Cc1cc(C)nc(-n2ncc(C#N)c2NC(=O)c2cccc(Cl)c2)n1	697	0.01586
SJ000550812-1	COc1ccc(OCC(O)Cn2c(=N)n(CCN3CCOCC3)c3ccccc32)cc1	696	0.02000
SJ000550437-1	CCCCN1CCN(C(=O)c2cc(-c3cccnc3)nc3ccc(C)cc23)CC1	695	0.02000
SJ000551692-1	COc1ccccc1-c1c(C(F)(F)F)oc2c(CN3CCOCC3)c(O)ccc2c1=O	695	0.01971
SJ000551312-1	Cc1ccc(NC(=O)c2c(Cl)cnn2C)cc1	693	0.03000
SJ000550761-1	CCN1/C(=C\C=c2/s/c(=C3/C(=O)N(c4ccccc4)N=C3C)n(CC)c2=O)Sc2ccc(OC)cc21	692	0.03000
SJ000551049-1	CC(C)(C)C(=O)N1CCN(c2ccc([N+](=O)[O-])c(N3CCOCC3)c2)CC1	692	0.02000
SJ000349335-2	CC(C)CCn1cc(C(=O)NC(C)(C)C)c(=O)c(C(=O)N2CCN(C/C=C/c3ccccc3)CC2)c1	691	0.03000
SJ000551073-1	CCN(CC)CC(O)COc1ccc(CNC2CCCCC2)cc1OC	690	0.03000
SJ000551418-1	Cc1cc(N2CCCCC2)nc(N(CCO)CCO)n1	689	0.03000
SJ000551425-1	Cc1cc(NCc2ccccc2)nc(N2CCOCC2)n1	688	0.03000
SJ000551131-1	O=C(Nc1ccc(C(=O)N2CCOCC2)cc1)c1ccc2c(=O)n3c(nc2c1)CCCCC3	688	0.02000
SJ000551032-1	CC(C)(C)c1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])c(NCCc4ccccc4)c3)CC2)cc1	688	0.01494
SJ000551700-1	CCOC(=O)c1c(C)oc2ccc(O)cc12	687	0.02000
SJ000550551-1	O=C(Nc1ccc2c(c1)OCCO2)c1ccc2c(=O)n3c(nc2c1)CCCCC3	686	0.02000
SJ000551058-1	OCCCNCC(O)COc1ccccc1	685	0.02990
SJ000550624-1	CC(C)c1ccc(/C=C/C(=O)Nc2ccc(C(C)C)cc2)cc1	685	0.02000
SJ000551092-1	CN(C)CCCNCC(O)COc1ccccc1	684	0.02990
SJ000551721-1	COc1cc(CN2CCCn3c4c(c5cc(C)ccc53)CCCC42)cc(OC)c1O	684	0.02000
SJ000551701-1	CCOC(=O)c1c(C)oc2ccc(OC)cc12	683	0.02000
SJ000551093-1	COc1ccc(NC(=O)CSc2nccn2C)c(OC)c1	683	0.01425
SJ000550775-1	Cc1ccc(-n2nnc(-c3nc4ccccc4s3)c2N)cc1	682	0.02983
SJ000551037-1	CC(C)Cn1cc(C(=O)NCCN2CCC(c3ccccc3)CC2)c(=O)c(C(=O)N2CCCCC2)c1	681	0.02000
SJ000551159-1	CN(C)c1ccc(N2C(=O)c3ccccc3NC2c2ccc(Cl)cc2)cc1	680	0.01390
SJ000551096-1	CCc1ccc(NC(=O)CSc2nccn2Cc2ccccc2)cc1	679	0.01389
SJ000550648-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3cccc(OC)c3)C(=O)N2Cc2ccc(OC)c(OC)c2)cc1	678	0.01388
SJ000551369-1	CCN(CC)c1nc(Nc2ccc(O)cc2)nc(Nc2cc(C)ccc2C)n1	677	0.02972
SJ000551003-1	Cc1ccc(C(=O)Nc2c(C#N)cnn2-c2nc(C)cc(C)n2)cc1	677	0.01386
SJ000551739-1	Clc1ccc(C2NCCc3c2[nH]c2ccccc32)c(Cl)c1	675	0.01376
SJ000551366-1	COc1nc(N(C)C)nc(N(C)C)n1	673	0.02947
SJ000551025-1	Cc1cccc(C(=O)Nc2c(C#N)cnn2-c2nc(C)cc(C)n2)c1	670	0.02000
SJ000550737-1	Brc1ccccc1CN1CCN(C2CC3CCC2C3)CC1	669	0.02000
SJ000551115-1	Cn1ccnc1SCC(=O)Nc1ccc(Br)cc1Cl	669	0.01330
SJ000551051-1	CC(C)(C)C(=O)N1CCN(c2ccc([N+](=O)[O-])c(NCc3ccco3)c2)CC1	668	0.02000
SJ000551206-1	O=C1c2ccccc2NC(c2ccc(O)cc2)N1c1ccc(Cl)cc1	668	0.01330
SJ000551153-1	CSc1ccc(-c2nc(O)c3ccccc3n2)cc1	667	0.02000
SJ000550598-1	O=C(c1cc(-c2ccccn2)nc2ccccc12)N1CCN(C(c2ccccc2)c2ccccc2)CC1	667	0.01327
SJ000550983-1	COc1cc(CNc2nnnn2C)ccc1OCc1ccc(Cl)cc1	666	0.02000
SJ000550990-1	C=CCn1nnnc1NCc1cccc(OC)c1OCC	666	0.01296
SJ000550944-1	COc1ccc(-n2c(CCNC(=O)c3ccc(Cl)cc3Cl)n[nH]c2=S)cc1	664	0.02000
SJ000550413-1	O=C(NCCN1CCOCC1)c1cc(-c2cccnc2)nc2ccc(Cl)cc12	663	0.02000
SJ000550539-1	COc1cc2c(cc1OC)C(c1cc(OC)c(OC)c(OC)c1)NCC2	662	0.01277
SJ000550979-1	CCCn1nnnc1NCc1ccc(OCc2cccs2)c(OC)c1	661	0.02000
SJ000551118-1	CCn1c(SCC(=O)Nc2cc(C(F)(F)F)ccc2Cl)nnc1-c1ccccc1Cl	660	0.02000
SJ000551121-1	Cn1ccnc1SCC(=O)Nc1ccc(Br)cc1C(F)(F)F	660	0.01269
SJ000551112-1	CCn1c(CSCc2ccc(F)cc2)nnc1SCC(=O)Nc1cc(C(F)(F)F)ccc1Cl	659	0.02000
SJ000553576-1	CCOc1ccc(C(=O)N2CC(C)OC(C)C2)cc1OCC	658	0.02000
SJ000550967-1	COc1cc(CNc2nnnn2C)ccc1OCc1c(Cl)cccc1Cl	658	0.02000
SJ000551120-1	CCn1c(SCC(=O)Nc2cc(C(F)(F)F)ccc2Cl)nnc1-c1ccc(C)cc1	657	0.02000
SJ000551346-1	Cc1nn(C)c(C(=O)Nc2cccc([N+](=O)[O-])c2)c1Br	656	0.02000
SJ000551150-1	Cc1ccc(C2NC(=O)Cc3ccccc32)cc1	656	0.02000
SJ000550460-1	CC(C)(C)NC(=O)c1cn(C2CCCCC2)cc(C(=O)N2CCN(c3ccccc3F)CC2)c1=O	655	0.02000
SJ000550708-1	Clc1ccc(CN2CCN(C3CC4CCC3C4)CC2)cc1	655	0.02000
SJ000551230-1	COc1cc(NC(=O)c2cc3n(n2)C(C(F)(F)F)CC(c2ccc(Br)cc2)N3)cc(OC)c1OC	654	0.01235
SJ000553595-1	Cc1ccc(Nc2cc(N3CCN(C(=O)c4ccc(C)cc4)CC3)ncn2)cc1	653	0.02000
SJ000551117-1	CC(C)c1ccc(OCc2nnc(SCC(=O)Nc3cc(C(F)(F)F)ccc3Cl)n2C)cc1	653	0.02000
SJ000550941-1	CCOc1ccc(-c2nonc2NC(=O)COc2ccccc2)cc1	652	0.02000
SJ000550541-1	CCOC(=O)c1cnc2c(OC)cccc2c1Nc1ccc(C(=O)O)cc1	652	0.01173
SJ000551345-1	Cc1ccc(NC(=O)c2c(Br)cnn2C)c([N+](=O)[O-])c1	650	0.02000
SJ000551384-1	CCn1c(SCC(=O)Nc2cc(C(F)(F)F)ccc2Cl)nnc1-c1ccc(OC)cc1	650	0.02000
SJ000551144-1	Cn1c(SCC(=O)Nc2cc(C(F)(F)F)ccc2Cl)nc2sc3c(c2c1=O)CCCC3	649	0.02000
SJ000550836-1	COc1ccccc1/C=C/c1nc2ccc(OC(C)=O)cc2c(=O)o1	649	0.02000
SJ000551005-1	Cc1cc(C)nc(-n2ncc(C#N)c2NC(=O)c2ccccc2)n1	648	0.01126
SJ000550908-1	COc1cc(OC)cc(C(=O)Nc2ccc(-c3nc4cc(C)ccc4[nH]3)cc2)c1	645	0.02000
SJ000550735-1	c1cc(CN2CCN(C3CC4CCC3C4)CC2)ccn1	645	0.02000
SJ000553565-1	Cc1ccc(C(=O)Nc2ccccc2C(=O)N2CC(C)OC(C)C2)cc1	644	0.02000
SJ000551291-1	Cn1ncc([N+](=O)[O-])c1C(=O)Nc1cc(Cl)ccc1Cl	644	0.02000
SJ000551147-1	CC(=O)Nc1ccc(NC(=O)CSc2nccn2C)cc1C	643	0.01118
SJ000551214-1	Cc1ccc(N2C(=O)c3ccccc3NC2c2ccccc2)cc1Cl	642	0.01113
SJ000551151-1	O=C1Cc2ccccc2C(c2ccccc2)N1	641	0.02000
SJ000551139-1	CC1CCc2c(-c3nnc(SCC(=O)Nc4cc(C(F)(F)F)ccc4Cl)n3C)csc2C1	641	0.02000
SJ000551143-1	Cn1c(=O)c2c(nc(SCC(=O)Nc3cccc(C(F)(F)F)c3)n2C)n(C)c1=O	640	0.02000
SJ000550717-1	Cc1cccc(N2CCN(CC3CC4C=CC3C4)CC2)c1C	638	0.02000
SJ000551289-1	Cn1ncc(Cl)c1C(=O)N/N=C/c1ccc([N+](=O)[O-])cc1	637	0.02000
SJ000550965-1	COc1cc(OC)c(OC)cc1CNc1nnnn1C	637	0.01077
SJ000550729-1	O=[N+]([O-])c1cccc(CN2CCN(C3CC4CCC3C4)CC2)c1	636	0.02000
SJ000550936-1	O=C(CNCc1ccccc1)c1ccc(Br)cc1	634	0.02000
SJ000550940-1	CCOc1ccc(-c2nonc2NC(=O)c2ccco2)cc1	634	0.01049
SJ000337426-2	CCCn1nnnc1NCc1ccc(Cl)cc1Cl	633	0.02000
SJ000551293-1	Cc1nn(C)c(C(=O)NNC(=O)Nc2ccc([N+](=O)[O-])cc2)c1Cl	633	0.02000
SJ000550926-1	CCc1c(C)nn(-c2nc(C)cc(C)n2)c1OC(=O)c1ccccc1	632	0.02000
SJ000551221-1	Cc1cc(-c2ccccc2)nc2cc(C(=O)N3CCN(C(c4ccccc4)c4ccccc4)CC3)nn12	632	0.02000
SJ000550416-1	Cc1cccc2c(C(=O)N3CCN(Cc4ccccc4)CC3)cc(-c3cccnc3)nc12	631	0.02000
SJ000551088-1	Oc1nc(/C=C/c2cccc3ccccc23)nc2ccccc12	631	0.02000
SJ000550714-1	Clc1ccccc1N1CCN(CC2CC3C=CC2C3)CC1	630	0.02000
SJ000551370-1	CCN(CC)c1nc(Nc2cccc(Br)c2)nc(Nc2cc(C)ccc2C)n1	629	0.02000
SJ000551287-1	Cn1ncc(Br)c1C(=O)N/N=C/c1ccc(Cl)c([N+](=O)[O-])c1	628	0.02000
SJ000553617-1	COc1ccc(N2CCN(C(=O)c3ccc(Cn4cncn4)cc3)CC2)cc1	627	0.01004
SJ000551042-1	CCN(CC)CC(O)COc1cc(CNC2CCCC2)ccc1OC	625	0.02000
SJ000551301-1	CCn1ncc(Cl)c1C(=O)Nc1cc([N+](=O)[O-])ccc1OC	624	0.02000
SJ000550658-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccccc3)C(=O)N2CCCOC)cc1	624	0.01000
SJ000550641-1	COC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccc(C)cc3)C(=O)N2CC(C)C)cc1	623	0.01000
SJ000551041-1	COc1ccc(CNC2CCCCC2)cc1OCC(O)CN(C)Cc1ccccc1	622	0.02000
SJ000550549-1	O=C(Nc1ccc(C(F)(F)F)cc1)c1ccc2c(=O)n3c(nc2c1)CCCCC3	622	0.01000
SJ000550506-1	CCCCNC(=O)c1cn(C2CCCCC2)cc(C(=O)N2CCN(C(C)C)CC2)c1=O	621	0.01000
SJ000551283-1	O=C(Nc1ccncc1)C1CC1c1ccccc1	621	0.01000
SJ000550435-1	Cc1cccc2c(C(=O)N3CCN(C/C=C/c4ccccc4)CC3)cc(-c3cccnc3)nc12	620	0.02000
SJ000550839-1	COc1ccc(Br)cc1/C=C/c1nc(O)c2ccccc2n1	619	0.02000
SJ000550481-1	CCCCNC(=O)c1cn(C2CCCCC2)cc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1=O	616	0.01000
SJ000550744-1	Cc1nc2cc(/N=C3\S/C(=C4\Sc5ccccc5N4C)C(=O)N3Cc3ccccc3)ccc2s1	615	0.02000
SJ000551238-1	Cc1cc(C)n2nc(C(=O)N(C)C3CCCN(C4Cc5ccccc5C4)C3)cc2n1	614	0.02000
SJ000338511-2	COc1ccc(CNc2nnnn2C)c(OC)c1	614	0.01959
SJ000550818-1	N=c1n(CCOc2ccccc2)c2ccccc2n1CCN1CCOCC1	613	0.01000
SJ000550823-1	N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)o2)cc1	613	0.01000
SJ000550661-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccc(F)cc3)C(=O)N2Cc2ccc(OC)cc2)cc1	612	0.01000
SJ000550558-1	CCOC(=O)c1cnc2ccc(C)cc2c1Nc1ccc(OC)cc1	611	0.01991
SJ000550657-1	Cc1cccc(N2C(=O)C(CC(=O)Nc3ccccc3)N(C(C)C)C2=O)c1	611	0.01000
SJ000551411-1	CC(C)N(C#N)c1nc(N(C)C)nc(N2CCOCC2)n1	610	0.01988
SJ000550719-1	Fc1ccccc1N1CCN(CC2CC3C=CC2C3)CC1	609	0.01985
SJ000551272-1	Cc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)N(C)Cc4ccc(-n5cccn5)cc4)cc3N2)cc1	609	0.01000
SJ000551024-1	Cc1cc(C)nc(-n2ncc(C#N)c2NC(=O)c2ccc(F)cc2)n1	609	0.01000
SJ000551260-1	CC1(C)CC1C(=O)Nc1ccc([N+](=O)[O-])cc1Br	607	0.01000
SJ000551419-1	CC(=O)Nc1cccc(Nc2nc(N3CCCCC3)nc(N(c3ccccc3)c3ccccc3)n2)c1	606	0.00839
SJ000550495-1	CCNC(=O)c1cn(CC2CCCCC2)cc(C(=O)NCC(C)(C)N2CCOCC2)c1=O	605	0.01000
SJ000551373-1	C=CCNc1nc(Cl)nc(N(c2ccccc2)c2ccccc2)n1	605	0.01000
SJ000550730-1	Fc1ccccc1CN1CCN(CC2CC3C=CC2C3)CC1	604	0.01000
SJ000551196-1	COCCOC(=O)c1c(C)oc2ccc(OC)cc12	603	0.01000
SJ000550555-1	O=C(NCCCN1CCOCC1)c1ccc2c(=O)n3c(nc2c1)CCCCC3	601	0.01000
SJ000550713-1	Fc1ccc(N2CCN(C3CC4CCC3C4)CC2)cc1	600	0.00976
SJ000551410-1	CCN(C#N)c1nc(N(CC)CC)nc(N2CCOCC2)n1	599	0.01962
SJ000551412-1	CCN(C#N)c1nc(N(C)C)nc(N2CCOCC2)n1	598	0.01962
SJ000550459-1	O=C(NCC1CCCCC1)c1cn(C2CC2)cc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1=O	598	0.00765
SJ000551417-1	Oc1cc(-c2ccccc2)nc(N2CCCCC2)n1	597	0.01961
SJ000550664-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccccc3)C(=O)N2Cc2ccccn2)cc1	596	0.01000
SJ000551380-1	CCOC(=O)c1c(C)oc2ccc(OC(C)=O)cc12	596	0.00756
SJ000551699-1	C=C(C)COc1ccc2oc(C)c(C(=O)OCCOC)c2c1	595	0.01000
SJ000550741-1	Clc1cccc(CN2CCN(CC3CC4C=CC3C4)CC2)c1	595	0.00756
SJ000550545-1	CCOC(=O)c1cnc2ccc(Cl)cc2c1Nc1ccc(OC)cc1	594	0.00754
SJ000550610-1	CC(C)c1ccc(/C=C/C(=O)Nc2ccc(F)cc2)cc1	593	0.01000
SJ000551200-1	CCOC(=O)c1c(C)oc2ccc(OC(=O)c3ccc(C)cc3)cc12	591	0.01000
SJ000550502-1	CCN(CC)C(=O)c1cn(C2CCCC2)cc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1=O	590	0.01000
SJ000551736-1	Cc1ccc2c(c1)c1c3n2CCCNC3CCC1	590	0.01000
